course_id,course_name,category,skills,level,duration_hours,rating,instructor,description,enrolled_students,price,language,tags,prerequisites
651,"Java - Basics (Project-Based, Coursera)",Programming,java basics programming,Beginner,6,4.2,Dr. L. Fernandes,"Learn Java through a basics focused course, covering key concepts in Programming.",3395,2499,French,"quiz-included, hands-on, industry-recognized, in-demand",[]
652,"Seaborn - Real World Projects (Live Cohort, LinkedIn Learning)",Data Visualization,seaborn real world projects data visualization,Beginner,2,3.5,Ms. P. Nair,"Learn Seaborn through a real world projects focused course, covering key concepts in Data Visualization.",19014,1499,English + Hindi Subtitles,"hands-on, industry-recognized, certificate, in-demand",[]
653,"Statistics - Intermediate Concepts (Project-Based, edX)",Statistics & Math,statistics intermediate concepts statistics & math,Intermediate,12,3.7,Dr. A. Sharma,"Learn Statistics through a intermediate concepts focused course, covering key concepts in Statistics & Math.",14208,2999,English,"in-demand, project-based, certificate, hands-on",[1242]
654,"Recommendation Systems - Fundamentals (Self-Paced, Udemy)",AI Specialized,recommendation systems fundamentals ai specialized,Beginner,25,3.9,Prof. J. Mehta,"Learn Recommendation Systems through a fundamentals focused course, covering key concepts in AI Specialized.",6296,1499,English + Hindi Subtitles,"in-demand, beginner-friendly, quiz-included, trending",[]
655,"LSTM - Hands-on Project (Project-Based, LinkedIn Learning)",Deep Learning,lstm hands on project deep learning,Beginner,12,4.5,Prof. M. Khan,"Learn LSTM through a hands-on project focused course, covering key concepts in Deep Learning.",9751,0,English + Hindi Subtitles,"certificate, hands-on, trending",[]
656,"A/B Testing - Real World Case Studies (Self-Paced, edX)",Data Science,a/b testing real world case studies data science,Intermediate,20,4.4,Prof. J. Mehta,"Learn A/B Testing through a real world case studies focused course, covering key concepts in Data Science.",1005,0,Spanish,"mentor-support, trending, hands-on, job-ready","[141, 640]"
657,"Natural Language Processing - Case Studies (Live Cohort, Udemy)",AI Specialized,natural language processing case studies ai specialized,Advanced,15,4.6,Mr. T. Singh,"Learn Natural Language Processing through a case studies focused course, covering key concepts in AI Specialized.",17370,0,Hindi,"trending, project-based, beginner-friendly",[549]
658,"Neural Networks - Hands-on Project (Crash Course, Coursera)",Deep Learning,neural networks hands on project deep learning,Advanced,8,4.5,Prof. J. Mehta,"Learn Neural Networks through a hands-on project focused course, covering key concepts in Deep Learning.",19088,1999,French,"quiz-included, industry-recognized, hands-on, job-ready",[639]
659,"Interactive Charts - Real World Projects (Self-Paced, LinkedIn Learning)",Data Visualization,interactive charts real world projects data visualization,Intermediate,20,4.2,Ms. K. Verma,"Learn Interactive Charts through a real world projects focused course, covering key concepts in Data Visualization.",22050,2499,English,"beginner-friendly, quiz-included",[1376]
660,"Prompt Engineering - Fundamentals (Live Cohort, Coursera)",AI Specialized,prompt engineering fundamentals ai specialized,Beginner,2,3.6,Mr. S. Gupta,"Learn Prompt Engineering through a fundamentals focused course, covering key concepts in AI Specialized.",25019,2499,English + Hindi Subtitles,"mentor-support, beginner-friendly",[]
661,"CNN - Research Perspectives (Self-Paced, DataCamp)",Deep Learning,cnn research perspectives deep learning,Advanced,4,4.2,Dr. N. Rao,"Learn CNN through a research perspectives focused course, covering key concepts in Deep Learning.",12193,0,Hindi,"in-demand, beginner-friendly, industry-recognized, mentor-support",[1252]
662,"Excel Visualization - Best Practices (Self-Paced, Udemy)",Data Visualization,excel visualization best practices data visualization,Beginner,10,4.0,Prof. R. Iyer,"Learn Excel Visualization through a best practices focused course, covering key concepts in Data Visualization.",4720,0,English,"hands-on, mentor-support, in-demand, beginner-friendly",[]
663,"CNN - Research Perspectives (Project-Based, LinkedIn Learning)",Deep Learning,cnn research perspectives deep learning,Advanced,2,4.5,Dr. L. Fernandes,"Learn CNN through a research perspectives focused course, covering key concepts in Deep Learning.",36573,2999,French,"industry-recognized, hands-on, beginner-friendly",[1580]
664,"NumPy - Intermediate Techniques (Live Cohort, edX)",Data Science,numpy intermediate techniques data science,Beginner,4,4.1,Mr. T. Singh,"Learn NumPy through a intermediate techniques focused course, covering key concepts in Data Science.",14564,999,French,"project-based, quiz-included",[]
665,"Node.js - Building Projects (Live Cohort, LinkedIn Learning)",Web Development,node.js building projects web development,Intermediate,12,4.6,Prof. J. Mehta,"Learn Node.js through a building projects focused course, covering key concepts in Web Development.",36619,4999,Spanish,"in-demand, beginner-friendly, certificate",[1501]
666,"Model Evaluation - Optimization Strategies (Live Cohort, edX)",Machine Learning,model evaluation optimization strategies machine learning,Advanced,30,4.6,Ms. P. Nair,"Learn Model Evaluation through a optimization strategies focused course, covering key concepts in Machine Learning.",20576,999,Spanish,"industry-recognized, in-demand",[962]
667,"Clustering - Optimization Strategies (Live Cohort, Pluralsight)",Machine Learning,clustering optimization strategies machine learning,Advanced,6,4.7,Ms. K. Verma,"Learn Clustering through a optimization strategies focused course, covering key concepts in Machine Learning.",30137,2499,English + Hindi Subtitles,"beginner-friendly, certificate, project-based, industry-recognized","[874, 1352]"
668,"Reinforcement Learning - Foundations (Project-Based, Udemy)",Deep Learning,reinforcement learning foundations deep learning,Intermediate,2,4.5,Ms. K. Verma,"Learn Reinforcement Learning through a foundations focused course, covering key concepts in Deep Learning.",221,3999,English,"quiz-included, beginner-friendly",[955]
669,"Terraform - Advanced Configuration (Live Cohort, LinkedIn Learning)",Cloud & DevOps,terraform advanced configuration cloud & devops,Advanced,25,3.5,Mr. S. Gupta,"Learn Terraform through a advanced configuration focused course, covering key concepts in Cloud & DevOps.",28425,999,English,"in-demand, beginner-friendly, certificate, trending",[322]
670,"Power BI - Best Practices (Project-Based, Coursera)",Data Visualization,power bi best practices data visualization,Advanced,4,4.3,Mr. T. Singh,"Learn Power BI through a best practices focused course, covering key concepts in Data Visualization.",47518,0,English + Hindi Subtitles,"certificate, mentor-support, in-demand, trending","[367, 1769]"
671,"Agile Methodology - Real World Scenarios (Self-Paced, DataCamp)",Career Skills,agile methodology real world scenarios career skills,Beginner,25,4.2,Dr. L. Fernandes,"Learn Agile Methodology through a real world scenarios focused course, covering key concepts in Career Skills.",24491,2499,French,"certificate, quiz-included, job-ready, trending",[]
672,"C++ - Algorithms (Self-Paced, DataCamp)",Programming,c++ algorithms programming,Intermediate,6,4.6,Prof. R. Iyer,"Learn C++ through a algorithms focused course, covering key concepts in Programming.",25166,4999,French,"hands-on, quiz-included",[1581]
673,"REST API - Full Stack Development (Crash Course, Coursera)",Web Development,rest api full stack development web development,Beginner,20,4.3,Prof. J. Mehta,"Learn REST API through a full stack development focused course, covering key concepts in Web Development.",14302,499,French,"in-demand, beginner-friendly, job-ready",[]
674,"MySQL - Performance Tuning (Project-Based, Udemy)",Databases,mysql performance tuning databases,Beginner,25,3.9,Dr. N. Rao,"Learn MySQL through a performance tuning focused course, covering key concepts in Databases.",3650,499,French,"beginner-friendly, job-ready",[]
675,"Optimization - Intermediate Concepts (Self-Paced, Coursera)",Statistics & Math,optimization intermediate concepts statistics & math,Beginner,2,3.6,Dr. L. Fernandes,"Learn Optimization through a intermediate concepts focused course, covering key concepts in Statistics & Math.",14158,1999,French,"industry-recognized, beginner-friendly",[]
676,"Resume Building - Fundamentals (Self-Paced, Coursera)",Career Skills,resume building fundamentals career skills,Beginner,6,3.6,Prof. R. Iyer,"Learn Resume Building through a fundamentals focused course, covering key concepts in Career Skills.",18331,1999,Spanish,"industry-recognized, beginner-friendly, certificate",[]
677,"Rust - Object Oriented Programming (Live Cohort, edX)",Programming,rust object oriented programming programming,Beginner,15,5.0,Prof. M. Khan,"Learn Rust through a object oriented programming focused course, covering key concepts in Programming.",37982,1499,English,"beginner-friendly, hands-on, in-demand, trending",[]
678,"Excel Visualization - Real World Projects (Live Cohort, Pluralsight)",Data Visualization,excel visualization real world projects data visualization,Advanced,8,5.0,Dr. N. Rao,"Learn Excel Visualization through a real world projects focused course, covering key concepts in Data Visualization.",46968,999,Hindi,"beginner-friendly, job-ready",[806]
679,"Data Cleaning - Intermediate Techniques (Live Cohort, Udemy)",Data Science,data cleaning intermediate techniques data science,Intermediate,12,4.8,Ms. K. Verma,"Learn Data Cleaning through a intermediate techniques focused course, covering key concepts in Data Science.",45727,499,Hindi,"industry-recognized, hands-on, beginner-friendly",[2051]
680,"Chatbot Development - Hands-on Project (Live Cohort, DataCamp)",AI Specialized,chatbot development hands on project ai specialized,Advanced,4,4.1,Dr. A. Sharma,"Learn Chatbot Development through a hands-on project focused course, covering key concepts in AI Specialized.",26833,1999,Spanish,"hands-on, in-demand",[861]
681,"Prompt Engineering - Fundamentals (Crash Course, Udemy)",AI Specialized,prompt engineering fundamentals ai specialized,Beginner,12,4.6,Prof. J. Mehta,"Learn Prompt Engineering through a fundamentals focused course, covering key concepts in AI Specialized.",15276,3999,Spanish,"quiz-included, mentor-support, certificate",[]
682,"Redis - Performance Tuning (Project-Based, Udemy)",Databases,redis performance tuning databases,Advanced,25,3.8,Prof. R. Iyer,"Learn Redis through a performance tuning focused course, covering key concepts in Databases.",44962,0,Hindi,"certificate, mentor-support, in-demand, industry-recognized","[511, 1743]"
683,"Java - Best Practices (Live Cohort, DataCamp)",Programming,java best practices programming,Intermediate,15,4.8,Dr. A. Sharma,"Learn Java through a best practices focused course, covering key concepts in Programming.",10578,4999,Hindi,"hands-on, project-based","[951, 1935]"
684,"PHP - Algorithms (Project-Based, Pluralsight)",Programming,php algorithms programming,Beginner,25,4.7,Prof. R. Iyer,"Learn PHP through a algorithms focused course, covering key concepts in Programming.",40788,2999,Spanish,"beginner-friendly, certificate",[]
685,"Discrete Mathematics - Intermediate Concepts (Project-Based, Udemy)",Statistics & Math,discrete mathematics intermediate concepts statistics & math,Beginner,4,4.1,Dr. A. Sharma,"Learn Discrete Mathematics through a intermediate concepts focused course, covering key concepts in Statistics & Math.",32989,0,English + Hindi Subtitles,"trending, quiz-included, mentor-support",[]
686,"C++ - Design Patterns (Crash Course, DataCamp)",Programming,c++ design patterns programming,Intermediate,20,4.9,Dr. A. Sharma,"Learn C++ through a design patterns focused course, covering key concepts in Programming.",25261,1499,Spanish,"certificate, trending","[39, 1050]"
